Item_Identifier,Item_Weight,Outlet_Size
FDX57,17.25,Medium
FDC17,12.6,Medium
DRL60,12.6,Small
FDO32,6.36,High
NCO29,11.15,High
FDJ36,12.6,Medium
NCF54,18.0,Medium
FDV04,7.825,Small
NCK30,14.85,Medium
FDX09,12.6,Small
FDH53,20.5,High
FDT22,10.395,Medium
DRF25,12.6,Small
FDG56,13.3,Medium
FDG38,12.6,Medium
FDS34,19.35,Medium
FDP44,16.5,Medium
FDW03,5.63,High
FDU25,12.35,Medium
NCR17,9.8,Medium
FDY39,5.305,Medium
FDA03,18.5,Medium
FDG58,10.695,Small
NCB19,6.525,Medium
FDI07,12.35,Medium
NCS06,7.935,Small
FDX03,15.85,Medium
NCK29,5.615,Small
FDH16,10.5,High
FDA55,12.6,Medium
FDS20,8.85,Medium
FDS31,13.1,Small
FDA23,12.6,Medium
NCU18,15.1,Small
FDE11,17.7,High
FDE44,14.65,Medium
FDV51,16.35,Small
FDK51,19.85,Medium
FDR36,6.715,Medium
FDU40,20.85,Small
FDU37,12.6,Medium
FDV47,17.1,High
FDF04,12.6,Small
FDX16,17.85,Small
NCL05,19.6,High
NCL30,12.6,Medium
NCR06,12.5,Small
FDX03,15.85,Medium
FDR32,6.78,Small
FDX04,19.6,Small
DRH01,17.5,Medium
FDO57,20.75,Medium
FDD11,12.6,Medium
DRM47,9.3,Medium
NCC54,17.75,Small
FDC45,17.0,Medium
FDW46,12.6,Small
FDP40,4.555,High
FDM08,10.1,Medium
FDV52,20.7,Medium
DRB24,8.785,Medium
NCC54,17.75,Medium
FDV38,12.6,Small
FDB36,5.465,Medium
DRH51,12.6,Small
FDV45,12.6,Medium
NCL29,12.6,Medium
FDU14,17.75,Medium
FDH17,16.2,Small
FDQ15,20.35,Small
FDZ44,8.185,Medium
FDM32,20.5,Medium
NCP29,8.42,Small
FDG53,10.0,Medium
FDT25,7.5,Medium
FDM39,12.6,Medium
FDW35,10.6,Medium
FDD10,20.6,Medium
FDH08,12.6,Medium
DRG37,16.2,Medium
FDU01,20.25,Medium
NCZ17,12.15,Medium
FDU34,12.6,Medium
FDB16,8.21,Small
FDG10,6.63,Medium
FDH46,6.935,High
FDC16,12.6,Medium
FDH50,15.0,Small
NCZ18,7.825,Small
FDJ32,10.695,Small
DRI23,18.85,Small
DRD01,12.1,Medium
FDY02,8.945,Medium
FDG38,8.975,Medium
NCG30,20.2,Medium
FDO31,6.76,Medium
NCU42,9.0,Medium
NCG30,20.2,Medium
NCA30,19.0,Small
FDF29,15.1,High
FDI14,14.1,Medium
FDY57,20.2,Medium
FDT27,12.6,Medium
FDM46,12.6,Medium
NCD30,12.6,Medium
FDJ15,12.6,Medium
NCW05,20.25,Medium
FDT13,14.85,Medium
NCP06,20.7,Medium
FDP03,5.15,Medium
NCM30,12.6,Small
FDK20,12.6,High
FDX01,10.1,Medium
FDV57,15.25,Medium
FDY34,10.5,Medium
FDP37,12.6,Small
FDP22,14.65,Small
FDS25,6.885,Small
NCY18,7.285,Medium
FDO08,11.1,High
NCI43,12.6,Medium
FDH16,10.5,Small
NCZ05,12.6,Small
DRE49,20.75,Medium
FDO09,12.6,Medium
FDA08,11.85,High
NCD55,14.0,Medium
NCR50,20.2,High
NCC06,19.0,Medium
FDC34,16.0,High
FDQ49,12.6,Small
FDS60,20.85,High
FDP10,19.0,High
FDW46,13.0,Small
FDG53,10.0,Medium
FDP57,17.5,Small
NCP43,12.6,Small
FDW49,19.5,Medium
FDA28,16.1,Medium
NCS42,8.6,Small
FDP21,12.6,Medium
DRJ39,20.25,Small
FDH12,9.6,Medium
FDQ13,11.1,Medium
NCQ06,13.0,Medium
FDL40,12.6,Medium
NCE54,20.7,Medium
FDL58,5.78,Medium
FDW38,5.325,Medium
FDD17,7.5,High
FDK25,11.6,Medium
FDR22,12.6,Medium
FDU35,6.44,Medium
FDR35,12.5,Medium
NCZ18,7.825,Medium
FDF22,6.865,Medium
FDD17,7.5,Medium
DRD37,9.8,Small
FDC08,19.0,Small
FDU57,8.27,Small
FDZ58,17.85,Medium
FDY01,11.8,Small
FDG09,20.6,Medium
NCE54,20.7,Small
FDB34,15.25,Medium
FDT24,12.35,Small
FDZ08,12.5,High
NCI54,15.2,Medium
FDU34,18.25,Medium
FDP23,6.71,High
NCV29,12.6,Small
FDG10,12.6,Medium
FDZ56,12.6,Small
NCL41,12.35,Small
FDM39,6.42,High
NCZ54,14.65,Medium
FDT59,13.65,Medium
FDV20,20.2,Medium
NCE43,12.5,Medium
FDP15,12.6,Medium
FDO16,5.48,Medium
NCP41,12.6,Small
DRD01,12.1,Medium
FDM56,16.7,Medium
FDS22,16.85,Medium
FDX20,7.365,Medium
FDE34,9.195,Medium
FDV50,14.3,Small
NCU17,5.32,Medium
NCP53,12.6,Medium
FDW09,13.65,Medium
FDW55,12.6,Small
NCE31,12.6,Medium
FDO49,10.6,Small
FDH34,12.6,Small
FDJ38,8.6,High
FDG32,19.85,Small
DRQ35,9.3,Medium
FDK25,12.6,Small
FDD58,7.76,Medium
FDB15,10.895,Small
DRF60,10.8,Medium
FDH04,12.6,Small
FDM04,9.195,Medium
FDO58,19.6,Medium
FDQ24,15.7,Medium
DRP35,18.85,Medium
DRI47,14.7,High
FDF35,15.0,High
FDP31,21.1,Small
FDQ52,17.0,Medium
FDM12,16.7,Small
NCS42,8.6,Small
FDO31,6.76,Medium
FDU19,8.77,Small
NCE19,12.6,Medium
FDR16,5.845,Small
FDF56,16.7,Medium
DRJ59,11.65,Medium
FDH16,12.6,Medium
FDI28,14.3,Medium
FDC58,12.6,Medium
FDU13,8.355,Small
FDX58,13.15,Small
FDU16,19.25,Medium
FDX35,5.035,Medium
FDL21,15.85,Small
DRM37,15.35,High
FDR35,12.5,Medium
FDW32,18.35,Medium
FDY34,12.6,Medium
FDQ44,20.5,High
DRD24,13.85,Medium
DRE12,4.59,Medium
NCX29,10.0,High
FDS07,12.35,Medium
FDI27,12.6,Medium
FDL02,20.0,High
FDN58,13.8,Medium
DRK12,9.5,Medium
FDC60,5.425,Small
FDV45,16.75,Medium
FDB23,19.2,Medium
NCA29,10.5,Small
FDO20,12.85,Medium
NCH55,12.6,Small
FDO32,6.36,Medium
FDS59,12.6,Small
FDR59,14.5,High
FDS55,7.02,Medium
FDT21,7.42,Small
NCR38,17.25,Small
FDJ22,18.75,Medium
FDB57,20.25,Medium
FDR52,12.65,High
NCO41,12.5,Small
FDG47,12.8,Medium
FDB44,6.655,Medium
FDY14,10.3,Small
NCN55,14.6,Medium
FDV48,9.195,Medium
FDA21,13.65,Small
FDZ27,7.935,Medium
FDW58,20.75,High
FDH45,15.1,Medium
FDH38,12.6,Small
FDL43,10.1,Small
FDD38,12.6,Medium
FDV02,16.75,Medium
NCF31,9.13,Small
NCN05,8.235,Medium
FDZ16,16.85,High
NCT18,12.6,Medium
NCP50,17.35,Small
FDW13,12.6,Small
NCS53,14.5,Medium
DRG03,14.5,Small
DRE60,9.395,Medium
FDK21,7.905,Medium
FDF52,12.6,Small
NCN43,12.6,Small
FDW13,8.5,Small
FDW14,8.3,Small
FDG24,7.975,Small
FDR19,13.5,Medium
NCG06,12.6,Medium
FDK10,5.785,Small
DRK12,9.5,Medium
FDY55,16.75,Medium
FDV04,12.6,Medium
FDE23,17.6,Small
FDI08,18.2,Medium
DRA12,11.6,Medium
FDF22,6.865,Medium
FDQ57,7.275,Medium
FDP07,18.2,Small
DRE37,13.5,Small
DRF25,9.0,High
DRF03,19.1,High
FDN51,17.85,Small
FDD21,10.3,Medium
NCY42,6.38,Small
FDH28,12.6,Medium
NCZ29,15.0,Medium
FDN60,15.1,Small
NCW06,16.2,Medium
NCS30,5.945,Medium
FDW26,11.8,Medium
FDQ01,19.7,Medium
FDH27,12.6,Small
NCX41,19.0,Medium
FDH58,12.3,Medium
DRB25,12.3,Medium
FDG45,8.1,Medium
FDP11,15.85,Small
FDV19,14.85,Small
FDT32,19.0,Small
NCU53,5.485,Small
NCA30,19.0,Small
FDH20,16.1,Medium
DRD25,6.135,Small
FDK25,11.6,Small
FDF02,16.2,Medium
FDC04,15.6,Medium
FDH21,10.395,High
DRG03,14.5,Medium
NCY06,15.25,Medium
FDM08,10.1,Medium
NCD31,12.1,Medium
FDU09,12.6,Medium
FDB49,8.3,Medium
FDQ58,7.315,Medium
FDJ58,15.6,Medium
NCN30,12.6,Medium
FDA52,16.2,Medium
NCN42,12.6,Medium
FDF04,17.5,Small
FDY15,18.25,Medium
FDT03,12.6,Medium
DRL59,12.6,Small
FDW08,12.1,Medium
FDO50,16.25,High
FDP26,7.785,Medium
FDX01,10.1,Medium
FDU22,12.35,Medium
FDQ08,15.7,Small
NCN54,20.35,Small
FDR01,12.6,Medium
FDB53,12.6,Medium
DRN47,12.1,Small
FDR39,20.35,Small
NCL30,18.1,Small
FDT02,12.6,Medium
FDT25,7.5,Medium
FDH53,20.5,Medium
DRB48,16.75,Medium
FDX16,17.85,Medium
FDH48,13.5,Medium
FDF20,12.85,High
FDJ03,12.35,Medium
DRJ35,10.1,Medium
NCN17,11.0,High
FDN09,14.15,Small
NCR30,20.6,High
FDW23,5.765,Medium
DRN35,8.01,Medium
FDL08,10.8,Medium
DRL35,15.7,Medium
NCS42,8.6,Medium
NCY29,12.6,Medium
FDO32,6.36,Medium
NCU17,5.32,Small
FDY03,12.6,Medium
NCI30,12.6,Small
FDI04,12.6,Medium
FDC35,7.435,High
FDN38,6.615,Small
FDJ48,11.3,Small
FDH57,10.895,Small
FDI40,11.5,Small
FDF50,12.6,Medium
FDA07,7.55,High
FDZ60,20.5,Medium
FDW38,5.325,Medium
NCF55,6.675,Small
FDR37,16.5,Small
FDZ33,10.195,Medium
FDV01,19.2,Medium
FDI02,15.7,Medium
DRH25,18.7,High
NCY29,13.65,Medium
FDR04,12.6,Medium
FDR44,6.11,Medium
FDJ41,6.85,Medium
FDL43,12.6,Medium
FDB21,7.475,Medium
NCU42,9.0,Medium
FDY21,15.1,High
FDK58,11.35,Small
DRD13,15.0,Medium
FDU35,6.44,Small
FDX23,6.445,Medium
FDQ39,14.8,Medium
FDR31,12.6,Medium
FDS28,8.18,Small
DRN36,15.2,Medium
FDX60,12.6,Medium
NCB54,8.76,Medium
FDC15,18.1,Medium
NCP17,12.6,Medium
FDY39,5.305,Medium
FDH33,12.85,Medium
FDG09,12.6,Medium
FDO10,12.6,Medium
FDD39,12.6,Medium
FDJ09,15.0,Medium
DRQ35,9.3,Medium
FDV38,19.25,Medium
FDJ60,19.35,High
FDJ15,11.35,Medium
FDR08,18.7,Medium
FDZ55,6.055,Small
FDL10,8.395,Medium
FDJ34,12.6,Medium
FDW60,12.6,Medium
FDK08,9.195,Small
NCE42,21.1,Small
FDR39,20.35,Medium
NCN17,11.0,Medium
NCR05,10.1,Medium
FDV48,12.6,Medium
DRF27,8.93,Medium
NCF07,9.0,Medium
FDF40,20.25,Small
FDO28,5.765,Medium
FDB23,19.2,Medium
FDV48,9.195,Medium
FDM45,8.655,Small
FDC16,11.5,Medium
DRE25,12.6,Medium
FDY35,17.6,Medium
FDR22,19.35,Medium
FDZ10,17.85,Medium
FDY15,12.6,Small
DRA24,19.35,High
FDV37,13.0,Medium
FDO10,13.65,Small
FDR59,12.6,Medium
FDR34,17.0,Medium
FDG16,15.25,Medium
FDO03,12.6,Medium
FDC09,15.5,Medium
FDJ52,7.145,Small
FDL33,7.235,Medium
FDJ53,10.5,Medium
FDX08,12.6,Small
FDK32,16.25,Medium
FDM20,10.0,Medium
NCJ42,19.75,Medium
FDI50,8.42,Medium
FDZ15,13.1,Small
NCK18,9.6,Medium
FDW33,9.395,Medium
NCT05,10.895,Medium
FDZ16,12.6,Small
NCV17,18.85,Small
FDE34,9.195,Medium
FDH44,19.1,Medium
NCK06,5.03,Medium
FDS46,17.6,Medium
NCO42,21.25,Medium
FDL13,13.85,Medium
FDK14,6.98,Medium
FDX13,7.725,Medium
DRI47,14.7,Medium
FDG22,17.6,Medium
FDA13,15.85,Medium
FDE46,18.6,Small
FDX25,16.7,Medium
FDC58,10.195,Medium
NCA42,6.965,Medium
FDV01,19.2,Medium
FDU24,6.78,Small
FDO51,6.785,Medium
NCN14,19.1,Medium
FDT37,12.6,Small
FDY09,15.6,Medium
NCG06,16.35,High
FDG40,13.65,Medium
FDQ47,7.155,Small
DRH59,10.8,Medium
FDH48,13.5,Medium
FDE34,9.195,Small
NCM05,6.825,Medium
FDU55,16.2,Medium
FDS60,20.85,Small
FDZ32,7.785,High
FDP12,9.8,Medium
NCL31,12.6,Medium
FDR32,12.6,Small
FDL08,12.6,Medium
FDY34,10.5,Medium
DRG23,8.88,Medium
FDD04,16.0,High
FDX37,16.2,Medium
FDM09,11.15,Medium
FDA52,16.2,High
NCV41,14.35,Medium
FDB20,7.72,Small
FDD28,10.695,Medium
FDI38,13.35,Medium
FDA28,16.1,Small
FDB32,12.6,Medium
NCS54,13.6,Small
NCA17,20.6,Medium
FDR14,11.65,High
FDS58,9.285,Medium
FDU08,10.3,Medium
FDI60,7.22,Medium
FDU40,20.85,Medium
FDX46,12.6,Medium
FDG41,8.84,Medium
FDD14,12.6,Small
FDX45,12.6,Medium
NCN30,16.35,Small
DRH13,8.575,Small
NCP30,20.5,Medium
FDT52,9.695,Small
FDS36,8.38,Medium
FDB03,17.75,Medium
FDO09,13.5,Small
FDD28,12.6,Medium
FDF08,14.3,Medium
FDB49,8.3,Medium
FDB08,6.055,Small
NCP06,20.7,Medium
FDH28,15.85,Medium
FDU20,12.6,Small
DRB25,12.3,Medium
NCM30,19.1,Medium
FDU57,8.27,Medium
FDF56,12.6,Small
NCT30,9.1,Small
FDX15,17.2,Medium
FDX58,13.15,Medium
FDQ08,15.7,Medium
DRL23,18.35,High
FDA25,16.5,Small
FDV09,12.1,Medium
FDQ46,7.51,Medium
FDH41,12.6,Medium
FDY20,12.5,Medium
FDO37,8.06,Small
FDZ55,6.055,Medium
FDS32,12.6,Medium
FDV50,14.3,Medium
NCV30,20.2,Medium
FDP16,18.6,Medium
FDW39,6.69,Small
FDN39,19.35,High
FDV55,17.75,Medium
FDZ20,16.1,Small
FDK02,12.5,Medium
FDK10,5.785,Medium
NCQ41,14.8,Medium
FDA11,7.75,Medium
FDN13,18.6,Medium
NCA42,6.965,Medium
NCX30,16.7,High
FDL10,12.6,Medium
FDQ33,13.35,Medium
NCE42,21.1,Small
FDH58,12.3,Medium
FDF33,7.97,Medium
DRK49,14.15,Small
NCK19,9.8,Small
FDT24,12.6,Medium
FDI57,19.85,Medium
NCQ06,12.6,Medium
FDB16,8.21,High
FDB57,20.25,Small
DRD13,15.0,Medium
FDC41,15.6,High
FDW59,13.15,High
FDO49,10.6,Medium
FDO08,11.1,Medium
NCV06,12.6,Small
NCY06,15.25,Small
FDL03,19.25,Medium
NCL31,7.39,Medium
FDU46,10.3,Medium
FDF04,17.5,Medium
FDX31,12.6,Small
FDI24,10.3,Small
FDY28,12.6,Small
DRN11,7.85,Medium
FDB10,10.0,Medium
FDI60,7.22,Small
FDN15,12.6,Medium
NCE18,10.0,Small
NCE43,12.6,Medium
NCN53,5.175,Medium
NCX41,12.6,Small
FDO52,11.6,High
FDW45,18.0,High
FDN45,12.6,Medium
FDD38,16.75,Medium
FDK27,12.6,Small
FDG40,13.65,Small
FDA34,11.5,Medium
FDX48,17.75,Medium
FDY37,12.6,Medium
DRE48,8.43,Medium
FDT58,9.0,Medium
FDA19,7.52,Medium
FDG52,13.65,Small
FDA32,12.6,Small
NCM19,12.65,Medium
NCF42,17.35,Medium
FDV23,11.0,Small
DRA59,8.27,Medium
FDA01,12.6,Medium
FDX44,12.6,Medium
FDW25,5.175,Small
NCM05,12.6,Small
NCJ54,9.895,Small
NCK07,10.65,Medium
NCX05,15.2,Medium
FDV39,11.3,Small
FDI19,15.1,Medium
FDT12,6.215,Small
FDF12,8.235,High
NCQ54,12.6,Medium
FDU10,10.1,High
NCK53,11.6,Medium
FDB51,6.92,Small
FDT10,16.7,Medium
NCU53,5.485,High
FDJ40,13.6,High
NCQ05,12.6,Small
FDV15,10.3,Small
FDD41,6.765,Medium
FDT20,10.5,Medium
FDM44,12.5,High
FDG21,17.35,Medium
DRZ11,8.85,Medium
FDC59,16.7,Medium
NCD43,8.85,Medium
DRL49,13.15,Medium
NCE07,8.18,Medium
FDM02,12.5,Medium
DRJ49,6.865,Medium
FDY25,12.0,Medium
DRH39,12.6,Small
FDB09,12.6,Small
FDM38,5.885,Small
FDY22,16.5,Small
FDP48,7.52,Medium
NCT05,10.895,High
NCS06,7.935,Small
FDD47,7.6,Medium
FDZ49,11.0,Medium
FDW59,13.15,Small
DRO47,10.195,Medium
FDR46,16.85,Medium
FDY59,8.195,High
NCU05,11.8,Medium
DRJ25,14.6,Medium
FDU28,19.2,Small
FDL50,12.15,Medium
FDA43,10.895,Medium
FDD08,12.6,Medium
FDJ57,7.42,Medium
FDC39,7.405,Small
FDQ58,7.315,Small
FDA22,7.435,Small
FDP39,12.65,Medium
FDV44,8.365,Small
FDE04,19.75,Small
NCO30,19.5,High
FDA44,19.7,Medium
FDI16,14.0,Medium
FDM15,11.8,Small
DRJ13,12.65,Small
FDT48,12.6,Medium
FDH33,12.85,Small
FDE14,13.65,Small
FDE26,9.3,High
FDN08,7.72,Medium
NCO29,11.15,Medium
FDK60,16.5,Medium
FDX40,12.6,Small
FDX15,17.2,Medium
FDO28,12.6,Medium
NCL05,19.6,Medium
FDT04,17.25,Medium
FDS26,20.35,Medium
FDV50,14.3,Medium
FDG02,12.6,Small
FDC28,7.905,Small
FDK21,7.905,Medium
NCO42,21.25,Medium
FDB46,10.5,Medium
NCH54,12.6,Small
FDL26,18.0,Medium
NCQ30,7.725,Medium
FDY50,5.8,Small
FDX20,12.6,Small
FDQ34,10.85,Small
FDN39,19.35,Small
FDB17,13.15,Small
FDQ31,5.785,High
FDG59,12.6,Medium
FDO56,10.195,Medium
FDX11,16.0,Medium
FDJ32,10.695,High
FDV31,9.8,Medium
FDB20,7.72,Medium
FDQ45,12.6,Small
FDW27,5.86,Medium
NCT53,5.4,Medium
NCS41,12.6,Medium
DRI47,14.7,Medium
NCJ42,19.75,Medium
NCS17,18.6,Medium
NCO41,12.5,Medium
FDC05,13.1,Medium
FDX34,6.195,Small
FDL10,8.395,Medium
FDQ58,12.6,Small
FDT56,16.0,Medium
FDZ28,20.0,Medium
DRI11,8.26,Medium
DRJ49,6.865,High
DRK37,12.6,Medium
FDR20,20.0,Medium
DRG13,12.6,Medium
NCN14,12.6,Medium
FDV13,17.35,Medium
FDU44,12.6,Small
FDO03,10.395,Medium
FDT34,9.3,Small
FDP21,7.42,Medium
NCI54,15.2,Medium
FDE22,9.695,Small
FDJ57,7.42,Medium
FDT08,13.65,Small
NCP54,15.35,Medium
NCK53,11.6,Small
NCQ42,20.35,Medium
FDW21,5.34,Medium
NCH43,8.42,Medium
FDQ44,20.5,Small
NCN18,12.6,Medium
FDB46,10.5,Medium
DRF37,17.25,Medium
FDN28,5.88,Small
FDW31,11.35,Medium
FDG45,8.1,Medium
FDN58,13.8,Small
FDF05,17.5,Medium
FDR26,20.7,High
FDH31,12.0,Small
FDA01,15.0,Medium
FDH24,20.7,Medium
NCJ19,18.6,Medium
FDF53,20.75,Small
FDF22,6.865,High
FDS36,8.38,Medium
NCJ29,10.6,Small
FDN46,7.21,Medium
DRG01,14.8,Small
